canonicalClubId,workbookId,displayName,league,templateKey,reason,reviewStatus
"eng1_coventry_city","eng1_coventry_city","考文垂","Premier League（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"eng1_hull_city","eng1_hull_city","赫尔城","Premier League（20）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"eng1_ipswich_town","eng1_ipswich_town","伊普斯维奇","Premier League（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng1_leeds_united","eng1_leeds_united","利兹联","Premier League（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"eng1_sunderland","eng1_sunderland","桑德兰","Premier League（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"eng2_burnley","eng2_burnley","伯恩利","EFL Championship（24）","CLARET_BLUE","酒红与蓝色主视觉，归入 CLARET_BLUE。","PRODUCT_APPROXIMATION"
"eng2_middlesbrough","eng2_middlesbrough","米德尔斯堡","EFL Championship（24）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"eng2_sheffield_united","eng2_sheffield_united","谢菲尔德联","EFL Championship（24）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"eng2_southampton","eng2_southampton","南安普顿","EFL Championship（24）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"eng2_west_ham_united","eng2_west_ham_united","西汉姆联","EFL Championship（24）","CLARET_BLUE","酒红与蓝色主视觉，归入 CLARET_BLUE。","PRODUCT_APPROXIMATION"
"eng2_wolverhampton_wanderers","eng2_wolverhampton_wanderers","狼队","EFL Championship（24）","YELLOW_BLACK","黄黑主视觉，归入 YELLOW_BLACK。","PRODUCT_APPROXIMATION"
"eng2_birmingham_city","eng2_birmingham_city","伯明翰城","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_blackburn_rovers","eng2_blackburn_rovers","布莱克本","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_bolton_wanderers","eng2_bolton_wanderers","博尔顿","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_bristol_city","eng2_bristol_city","布里斯托尔城","EFL Championship（24）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"eng2_cardiff_city","eng2_cardiff_city","加的夫城","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_charlton_athletic","eng2_charlton_athletic","查尔顿","EFL Championship（24）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"eng2_derby_county","eng2_derby_county","德比郡","EFL Championship（24）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"eng2_lincoln_city","eng2_lincoln_city","林肯城","EFL Championship（24）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"eng2_millwall","eng2_millwall","米尔沃尔","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_norwich_city","eng2_norwich_city","诺维奇","EFL Championship（24）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"eng2_portsmouth","eng2_portsmouth","朴茨茅斯","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_preston_north_end","eng2_preston_north_end","普雷斯顿","EFL Championship（24）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"eng2_queens_park_rangers","eng2_queens_park_rangers","女王公园巡游者","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_stoke_city","eng2_stoke_city","斯托克城","EFL Championship（24）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"eng2_swansea_city","eng2_swansea_city","斯旺西","EFL Championship（24）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"eng2_watford","eng2_watford","沃特福德","EFL Championship（24）","YELLOW_BLACK","黄黑主视觉，归入 YELLOW_BLACK。","PRODUCT_APPROXIMATION"
"eng2_west_bromwich_albion","eng2_west_bromwich_albion","西布朗维奇","EFL Championship（24）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"eng2_wrexham","eng2_wrexham","雷克瑟姆","EFL Championship（24）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp_barcelona","esp1_fc_barcelona","巴塞罗那","LaLiga EA Sports（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"esp_real_madrid","esp1_real_madrid","皇家马德里","LaLiga EA Sports（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"esp1_athletic_club","esp1_athletic_club","毕尔巴鄂竞技","LaLiga EA Sports（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp1_atletico_de_madrid","esp1_atletico_de_madrid","马德里竞技","LaLiga EA Sports（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp1_real_betis","esp1_real_betis","皇家贝蒂斯","LaLiga EA Sports（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"esp1_villarreal","esp1_villarreal","比利亚雷亚尔","LaLiga EA Sports（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"esp_celta","esp1_celta_de_vigo","塞尔塔","LaLiga EA Sports（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"esp1_espanyol","esp1_espanyol","西班牙人","LaLiga EA Sports（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp1_osasuna","esp1_osasuna","奥萨苏纳","LaLiga EA Sports（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"esp1_rayo_vallecano","esp1_rayo_vallecano","巴列卡诺","LaLiga EA Sports（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp_real_sociedad","esp1_real_sociedad","皇家社会","LaLiga EA Sports（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp1_sevilla","esp1_sevilla","塞维利亚","LaLiga EA Sports（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp1_valencia","esp1_valencia","瓦伦西亚","LaLiga EA Sports（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"esp1_alaves","esp1_alaves","阿拉维斯","LaLiga EA Sports（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp1_deportivo_la_coruna","esp1_deportivo_la_coruna","拉科鲁尼亚","LaLiga EA Sports（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp1_elche","esp1_elche","埃尔切","LaLiga EA Sports（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"esp1_getafe","esp1_getafe","赫塔菲","LaLiga EA Sports（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp1_levante","esp1_levante","莱万特","LaLiga EA Sports（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"esp1_malaga","esp1_malaga","马拉加","LaLiga EA Sports（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"esp1_racing_de_santander","esp1_racing_de_santander","桑坦德竞技","LaLiga EA Sports（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"esp2_almeria","esp2_almeria","阿尔梅里亚","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_girona","esp2_girona","赫罗纳","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_granada","esp2_granada","格拉纳达","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_las_palmas","esp2_las_palmas","拉斯帕尔马斯","LaLiga Hypermotion（22）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"esp2_leganes","esp2_leganes","莱加内斯","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_mallorca","esp2_mallorca","马略卡","LaLiga Hypermotion（22）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"esp2_real_valladolid","esp2_real_valladolid","巴拉多利德","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_albacete","esp2_albacete","阿尔巴塞特","LaLiga Hypermotion（22）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"esp2_burgos","esp2_burgos","布尔戈斯","LaLiga Hypermotion（22）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"esp2_cadiz","esp2_cadiz","加的斯","LaLiga Hypermotion（22）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"esp2_castellon","esp2_castellon","卡斯特利翁","LaLiga Hypermotion（22）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"esp2_cordoba","esp2_cordoba","科尔多瓦","LaLiga Hypermotion（22）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"esp2_eibar","esp2_eibar","埃瓦尔","LaLiga Hypermotion（22）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"esp2_real_oviedo","esp2_real_oviedo","皇家奥维耶多","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_sporting_de_gijon","esp2_sporting_de_gijon","希洪竞技","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_tenerife","esp2_tenerife","特内里费","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_ad_ceuta","esp2_ad_ceuta","休达","LaLiga Hypermotion（22）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"esp2_andorra","esp2_andorra","安道尔","LaLiga Hypermotion（22）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"esp2_celta_fortuna","esp2_celta_fortuna","塞尔塔B队","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_eldense","esp2_eldense","埃登斯","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_real_sociedad_b","esp2_real_sociedad_b","皇家社会B队","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"esp2_sabadell","esp2_sabadell","萨瓦德尔","LaLiga Hypermotion（22）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ita_inter","ita1_inter","国际米兰","Serie A（20）","BLUE_BLACK","用户确认：国际米兰蓝黑模板锚点。","USER_CONFIRMED"
"ita1_ac_milan","ita1_ac_milan","AC米兰","Serie A（20）","RED_BLACK","用户确认：AC米兰红黑模板锚点。","USER_CONFIRMED"
"ita_juventus","ita1_juventus","尤文图斯","Serie A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ita1_atalanta","ita1_atalanta","亚特兰大","Serie A（20）","BLUE_BLACK","蓝黑主视觉，归入 BLUE_BLACK。","PRODUCT_APPROXIMATION"
"ita1_napoli","ita1_napoli","那不勒斯","Serie A（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ita1_roma","ita1_roma","罗马","Serie A（20）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"ita1_como","ita1_como","科莫","Serie A（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ita_bologna","ita1_bologna","博洛尼亚","Serie A（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"ita1_fiorentina","ita1_fiorentina","佛罗伦萨","Serie A（20）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"ita1_lazio","ita1_lazio","拉齐奥","Serie A（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ita_torino","ita1_torino","都灵","Serie A（20）","CLARET_BLUE","酒红与蓝色主视觉，归入 CLARET_BLUE。","PRODUCT_APPROXIMATION"
"ita1_cagliari","ita1_cagliari","卡利亚里","Serie A（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"ita1_frosinone","ita1_frosinone","弗罗西诺内","Serie A（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ita1_genoa","ita1_genoa","热那亚","Serie A（20）","BLUE_RED","蓝红主视觉，归入 BLUE_RED。","PRODUCT_APPROXIMATION"
"ita1_lecce","ita1_lecce","莱切","Serie A（20）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"ita1_monza","ita1_monza","蒙扎","Serie A（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita1_parma","ita1_parma","帕尔马","Serie A（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ita1_sassuolo","ita1_sassuolo","萨索洛","Serie A（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ita1_udinese","ita1_udinese","乌迪内斯","Serie A（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ita1_venezia","ita1_venezia","威尼斯","Serie A（20）","ORANGE","橙色主视觉，归入 ORANGE。","PRODUCT_APPROXIMATION"
"ita2_cremonese","ita2_cremonese","克雷莫内塞","Serie B（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita2_empoli","ita2_empoli","恩波利","Serie B（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ita2_hellas_verona","ita2_hellas_verona","维罗纳","Serie B（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ita2_palermo","ita2_palermo","巴勒莫","Serie B（20）","PURPLE_PINK","紫色或粉色主视觉，归入 PURPLE_PINK。","PRODUCT_APPROXIMATION"
"ita2_pisa","ita2_pisa","比萨","Serie B（20）","BLUE_BLACK","蓝黑主视觉，归入 BLUE_BLACK。","PRODUCT_APPROXIMATION"
"ita2_sampdoria","ita2_sampdoria","桑普多利亚","Serie B（20）","BLUE_BLACK","蓝黑主视觉，归入 BLUE_BLACK。","PRODUCT_APPROXIMATION"
"ita2_avellino","ita2_avellino","阿韦利诺","Serie B（20）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ita2_catanzaro","ita2_catanzaro","卡坦扎罗","Serie B（20）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"ita2_cesena","ita2_cesena","切塞纳","Serie B（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ita2_juve_stabia","ita2_juve_stabia","史泰比亚","Serie B（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ita2_l_r_vicenza","ita2_l_r_vicenza","维琴察","Serie B（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita2_mantova","ita2_mantova","曼托瓦","Serie B（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita2_modena","ita2_modena","摩德纳","Serie B（20）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ita2_padova","ita2_padova","帕多瓦","Serie B（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita2_sudtirol","ita2_sudtirol","南蒂罗尔","Serie B（20）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ita2_arezzo","ita2_arezzo","阿雷佐","Serie B（20）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ita2_ascoli","ita2_ascoli","阿斯科利","Serie B（20）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ita2_benevento","ita2_benevento","贝内文托","Serie B（20）","RED_GOLD","红黄或酒红金主视觉，归入 RED_GOLD。","PRODUCT_APPROXIMATION"
"ita2_carrarese","ita2_carrarese","卡拉雷塞","Serie B（20）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ita2_virtus_entella","ita2_virtus_entella","恩特拉","Serie B（20）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger_bayern","ger1_bayern_munchen","拜仁慕尼黑","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_bayer_leverkusen","ger1_bayer_leverkusen","勒沃库森","Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger_dortmund","ger1_borussia_dortmund","多特蒙德","Bundesliga（18）","YELLOW_BLACK","黄黑主视觉，归入 YELLOW_BLACK。","PRODUCT_APPROXIMATION"
"ger_frankfurt","ger1_eintracht_frankfurt","法兰克福","Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger1_rb_leipzig","ger1_rb_leipzig","RB莱比锡","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_borussia_monchengladbach","ger1_borussia_monchengladbach","门兴格拉德巴赫","Bundesliga（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ger1_freiburg","ger1_freiburg","弗赖堡","Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger1_hoffenheim","ger1_hoffenheim","霍芬海姆","Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger1_stuttgart","ger1_stuttgart","斯图加特","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_augsburg","ger1_augsburg","奥格斯堡","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_elversberg","ger1_elversberg","艾禾斯堡","Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger1_hamburg","ger1_hamburg","汉堡","Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger1_koln","ger1_koln","科隆","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger_mainz","ger1_mainz_05","美因茨05","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_paderborn","ger1_paderborn","帕德博恩","Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger1_schalke_04","ger1_schalke_04","沙尔克04","Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger1_union_berlin","ger1_union_berlin","柏林联合","Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
"ger1_werder_bremen","ger1_werder_bremen","云达不莱梅","Bundesliga（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ger2_bochum","ger2_bochum","波鸿","2. Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger2_hertha_bsc","ger2_hertha_bsc","柏林赫塔","2. Bundesliga（18）","ROYAL_BLUE","深蓝或蓝白主视觉，归入 ROYAL_BLUE。","PRODUCT_APPROXIMATION"
"ger2_st_pauli","ger2_st_pauli","圣保利","2. Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger2_wolfsburg","ger2_wolfsburg","沃尔夫斯堡","2. Bundesliga（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ger2_arminia_bielefeld","ger2_arminia_bielefeld","比勒费尔德","2. Bundesliga（18）","BLACK_WHITE","黑白或白色主视觉，归入 BLACK_WHITE。","PRODUCT_APPROXIMATION"
"ger2_braunschweig","ger2_braunschweig","不伦瑞克","2. Bundesliga（18）","YELLOW_BLUE","黄蓝主视觉，归入 YELLOW_BLUE。","PRODUCT_APPROXIMATION"
"ger2_darmstadt_98","ger2_darmstadt_98","达姆施塔特98","2. Bundesliga（18）","SKY_BLUE","天蓝主视觉，归入 SKY_BLUE。","PRODUCT_APPROXIMATION"
"ger2_dynamo_dresden","ger2_dynamo_dresden","德累斯顿迪纳摩","2. Bundesliga（18）","YELLOW_BLACK","黄黑主视觉，归入 YELLOW_BLACK。","PRODUCT_APPROXIMATION"
"ger2_greuther_furth","ger2_greuther_furth","菲尔特","2. Bundesliga（18）","GREEN_YELLOW","绿白或绿黄主视觉，归入 GREEN_YELLOW。","PRODUCT_APPROXIMATION"
"ger2_hannover_96","ger2_hannover_96","汉诺威96","2. Bundesliga（18）","RED_BLACK","红黑主视觉，归入 RED_BLACK。","PRODUCT_APPROXIMATION"
"ger2_heidenheim","ger2_heidenheim","海登海姆","2. Bundesliga（18）","RED_WHITE","红色主视觉、白色辅助，归入 RED_WHITE。","PRODUCT_APPROXIMATION"
